transaction_id;user_id;transaction_date;transaction_hour;voucher_price;payment_method;age_group;city;seabank_user;shopeepay_balance;registered_payment_methods;avg_monthly_transaction;status;cancel_stage
7158;1826;16/02/2025;6;49995;debit_card;25-34;Jakarta;FALSE;83749;3;527563;completed;
7159;2036;23/01/2025;0;29995;debit_card;25-34;Medan;TRUE;186807;1;1172886;completed;
7160;1221;01/03/2025;8;29995;shopeepay;45+;Jakarta;FALSE;166519;3;270967;cancelled;payment
7161;2157;29/03/2025;6;29995;debit_card;18-24;Jakarta;FALSE;17175;1;1470311;completed;
7162;1884;21/01/2025;19;29995;debit_card;35-44;Jakarta;FALSE;14407;3;1972913;cancelled;browse
7163;1947;07/03/2025;6;29995;shopeepay;25-34;Surabaya;FALSE;137930;2;616980;completed;
7164;720;28/03/2025;17;29995;shopeepay;35-44;Jakarta;TRUE;197105;3;350206;completed;
7165;1106;20/02/2025;13;29995;debit_card;18-24;Surabaya;TRUE;162812;3;272424;completed;
7166;1561;15/01/2025;21;29995;debit_card;25-34;Surabaya;FALSE;112175;1;54321;completed;
7167;2480;27/02/2025;14;49995;seabank;35-44;Jakarta;FALSE;38862;1;61160;cancelled;payment
7168;1921;26/01/2025;17;49995;seabank;25-34;Makassar;FALSE;31351;3;837069;completed;
7169;636;31/03/2025;9;49995;debit_card;25-34;Medan;TRUE;148605;3;1011800;completed;
7170;1173;28/02/2025;2;29995;seabank;25-34;Medan;FALSE;69310;1;766432;completed;
7171;1754;31/03/2025;10;49995;shopeepay;18-24;Medan;FALSE;74935;1;1867820;completed;
7172;2415;14/02/2025;0;49995;debit_card;25-34;Jakarta;TRUE;183719;1;969955;completed;
7173;2973;07/03/2025;22;49995;shopeepay;35-44;Bandung;TRUE;4642;1;203354;completed;
7174;2462;04/02/2025;1;29995;seabank;35-44;Jakarta;FALSE;193091;2;1173067;completed;
7175;1927;05/03/2025;15;29995;seabank;25-34;Medan;FALSE;76700;2;676264;completed;
7176;356;25/03/2025;2;49995;shopeepay;25-34;Jakarta;FALSE;187973;1;1824871;cancelled;payment
7177;2059;18/03/2025;16;49995;debit_card;25-34;Surabaya;FALSE;128376;3;842539;completed;
7178;1440;27/01/2025;2;29995;shopeepay;25-34;Jakarta;TRUE;134271;3;1528916;completed;
7179;1595;28/03/2025;10;29995;shopeepay;35-44;Medan;TRUE;10236;3;1571637;completed;
7180;1676;21/03/2025;3;49995;shopeepay;25-34;Bandung;FALSE;148430;3;1839806;completed;
7181;1871;31/01/2025;6;49995;debit_card;35-44;Medan;FALSE;2631;3;163947;cancelled;payment
7182;1146;12/01/2025;21;29995;seabank;35-44;Surabaya;FALSE;99865;1;297888;completed;
7183;2113;14/02/2025;15;29995;debit_card;18-24;Surabaya;FALSE;192027;1;1127264;cancelled;payment
7184;125;01/02/2025;16;29995;shopeepay;18-24;Surabaya;FALSE;157048;2;1515178;completed;
7185;312;23/02/2025;10;29995;shopeepay;18-24;Surabaya;FALSE;49294;3;880171;completed;
7186;775;07/03/2025;3;29995;shopeepay;35-44;Surabaya;FALSE;118192;1;1384976;completed;
7187;2921;28/03/2025;2;29995;debit_card;25-34;Jakarta;FALSE;113583;1;1517784;completed;
7188;1474;01/02/2025;21;49995;seabank;25-34;Medan;FALSE;193945;1;503882;completed;
7189;1832;15/01/2025;15;29995;shopeepay;25-34;Surabaya;FALSE;190598;3;754914;completed;
7190;694;24/02/2025;1;29995;debit_card;18-24;Jakarta;FALSE;39023;3;1292529;completed;
7191;1183;10/02/2025;4;49995;seabank;25-34;Surabaya;FALSE;156547;3;1928175;completed;
7192;1377;09/02/2025;17;29995;seabank;25-34;Medan;FALSE;152606;1;602169;completed;
7193;1844;13/03/2025;2;29995;debit_card;25-34;Jakarta;FALSE;178068;2;605568;completed;
7194;990;18/02/2025;1;29995;seabank;35-44;Bandung;TRUE;179300;3;887350;completed;
7195;2847;27/03/2025;1;29995;debit_card;35-44;Jakarta;FALSE;27215;2;1326915;completed;
7196;2722;07/02/2025;21;29995;seabank;35-44;Medan;FALSE;16575;2;1593381;completed;
7197;1753;25/02/2025;21;29995;debit_card;18-24;Surabaya;TRUE;153535;3;1293020;completed;
7198;2960;03/02/2025;20;29995;seabank;35-44;Bandung;FALSE;25741;2;844609;completed;
7199;2454;01/01/2025;1;29995;shopeepay;25-34;Medan;FALSE;161652;2;745788;cancelled;payment
7200;1717;10/01/2025;15;29995;shopeepay;18-24;Surabaya;TRUE;48929;1;108791;completed;
7201;1627;09/02/2025;0;29995;shopeepay;18-24;Jakarta;FALSE;88242;2;602561;completed;
7202;2685;16/01/2025;18;49995;shopeepay;25-34;Jakarta;TRUE;79858;3;1479726;cancelled;payment
7203;890;29/03/2025;18;49995;seabank;18-24;Medan;FALSE;165386;1;943320;completed;
7204;1379;15/02/2025;8;49995;shopeepay;25-34;Jakarta;FALSE;86078;1;1662986;completed;
7205;489;24/01/2025;19;29995;debit_card;45+;Jakarta;FALSE;13919;1;622569;cancelled;detail
7206;2287;14/01/2025;8;29995;debit_card;45+;Makassar;FALSE;165546;3;1041006;completed;
7207;180;31/03/2025;10;29995;seabank;18-24;Surabaya;TRUE;135467;2;617487;completed;
7208;1443;08/02/2025;0;29995;debit_card;25-34;Jakarta;TRUE;123323;3;1038494;completed;
7209;1708;18/01/2025;18;29995;seabank;18-24;Jakarta;FALSE;123573;3;1130976;completed;
7210;2365;25/03/2025;16;29995;shopeepay;25-34;Medan;FALSE;190292;2;127347;completed;
7211;1268;10/02/2025;5;29995;debit_card;25-34;Jakarta;FALSE;32675;2;1778336;completed;
7212;232;25/02/2025;0;29995;debit_card;25-34;Surabaya;FALSE;89062;3;1644537;cancelled;payment
7213;1813;05/02/2025;17;49995;seabank;18-24;Jakarta;TRUE;56063;3;226010;cancelled;payment
7214;1613;24/01/2025;8;49995;debit_card;25-34;Medan;FALSE;156992;3;1627182;completed;
7215;1327;31/03/2025;0;29995;shopeepay;18-24;Jakarta;TRUE;45752;3;1200675;completed;
7216;331;29/01/2025;3;49995;shopeepay;25-34;Surabaya;TRUE;186272;2;426684;completed;
7217;561;22/01/2025;21;29995;debit_card;35-44;Jakarta;TRUE;90810;3;1808217;completed;
7218;2997;11/01/2025;17;29995;shopeepay;18-24;Medan;TRUE;15729;1;1265692;completed;
7219;248;10/02/2025;16;29995;debit_card;45+;Medan;FALSE;78971;3;731326;completed;
7220;283;18/02/2025;19;29995;shopeepay;25-34;Bandung;FALSE;17256;2;1602892;cancelled;payment
7221;1311;11/01/2025;18;29995;debit_card;18-24;Jakarta;FALSE;104533;3;802345;cancelled;browse
7222;940;21/02/2025;22;29995;debit_card;25-34;Medan;TRUE;163607;3;1823370;completed;
7223;2080;08/03/2025;22;29995;debit_card;35-44;Medan;FALSE;140893;1;494056;completed;
7224;1524;26/03/2025;13;29995;debit_card;18-24;Surabaya;FALSE;168082;3;1636444;completed;
7225;530;16/03/2025;6;49995;shopeepay;35-44;Medan;FALSE;91205;3;1146686;completed;
7226;381;08/01/2025;8;29995;seabank;18-24;Medan;FALSE;39470;2;592353;completed;
7227;63;31/01/2025;19;29995;debit_card;35-44;Surabaya;FALSE;908;1;360569;completed;
7228;128;15/03/2025;8;29995;shopeepay;35-44;Jakarta;TRUE;62821;1;1197917;completed;
7229;1552;06/01/2025;14;29995;seabank;25-34;Jakarta;FALSE;119821;3;489090;completed;
7230;2211;22/03/2025;10;29995;shopeepay;35-44;Makassar;TRUE;184215;3;1532107;completed;
7231;295;12/03/2025;6;29995;seabank;18-24;Makassar;FALSE;49923;2;1027042;completed;
7232;179;13/01/2025;5;49995;shopeepay;45+;Bandung;TRUE;104509;1;1864931;cancelled;detail
7233;229;06/01/2025;8;49995;shopeepay;35-44;Jakarta;FALSE;189668;3;1394782;completed;
7234;883;08/03/2025;3;49995;debit_card;18-24;Makassar;TRUE;17881;3;1005078;completed;
7235;394;27/01/2025;16;29995;debit_card;35-44;Jakarta;FALSE;159463;1;1418225;completed;
7236;2740;14/02/2025;5;49995;seabank;18-24;Medan;FALSE;57954;1;1952703;completed;
7237;72;26/01/2025;16;49995;seabank;18-24;Surabaya;TRUE;46105;1;1988724;completed;
7238;318;04/01/2025;13;29995;shopeepay;18-24;Jakarta;FALSE;197250;3;1548043;completed;
7239;595;06/02/2025;4;29995;debit_card;35-44;Medan;FALSE;138449;2;1179035;completed;
7240;379;21/01/2025;17;29995;shopeepay;35-44;Jakarta;FALSE;178517;2;1656886;cancelled;payment
7241;907;28/01/2025;7;29995;debit_card;35-44;Medan;TRUE;2882;3;355131;completed;
7242;136;23/03/2025;9;29995;shopeepay;25-34;Surabaya;TRUE;53365;3;840505;completed;
7243;2778;01/02/2025;10;49995;debit_card;18-24;Jakarta;TRUE;15675;1;66533;completed;
7244;1402;22/02/2025;21;29995;shopeepay;18-24;Medan;FALSE;190402;1;239932;completed;
7245;1143;02/02/2025;2;29995;shopeepay;25-34;Jakarta;FALSE;116475;2;971382;cancelled;payment
7246;906;26/01/2025;1;29995;shopeepay;35-44;Medan;TRUE;19589;1;1926217;cancelled;payment
7247;530;17/01/2025;13;49995;debit_card;35-44;Medan;FALSE;91205;3;1146686;completed;
7248;2983;25/02/2025;3;49995;debit_card;35-44;Makassar;FALSE;25727;3;1181611;cancelled;browse
7249;2714;25/03/2025;16;29995;seabank;25-34;Makassar;FALSE;160274;2;907263;completed;
7250;523;30/01/2025;16;29995;shopeepay;45+;Jakarta;FALSE;108378;2;1444288;completed;
7251;387;05/01/2025;20;49995;debit_card;18-24;Jakarta;FALSE;114300;2;1467878;completed;
7252;2622;06/01/2025;8;29995;debit_card;35-44;Makassar;TRUE;199387;1;1532742;completed;
7253;2631;03/03/2025;20;29995;shopeepay;25-34;Bandung;FALSE;15376;3;1076597;cancelled;payment
7254;573;10/01/2025;21;29995;seabank;25-34;Bandung;TRUE;25009;1;136569;completed;
7255;644;11/03/2025;8;29995;debit_card;25-34;Medan;FALSE;128344;1;1003283;completed;
7256;2621;10/01/2025;2;29995;debit_card;35-44;Jakarta;FALSE;109323;3;1039035;completed;
7257;2918;26/03/2025;3;49995;seabank;35-44;Surabaya;FALSE;59314;3;1333425;completed;
7258;1293;13/02/2025;1;49995;shopeepay;25-34;Surabaya;TRUE;110002;1;1698928;completed;
7259;547;25/02/2025;13;29995;debit_card;18-24;Jakarta;FALSE;58548;2;1042523;cancelled;payment
7260;1510;04/01/2025;19;29995;debit_card;35-44;Makassar;FALSE;114579;2;1428677;completed;
7261;2486;13/01/2025;7;49995;seabank;45+;Makassar;FALSE;119342;2;1839771;completed;
7262;1587;15/03/2025;17;29995;seabank;25-34;Medan;FALSE;29583;1;1855511;completed;
7263;555;21/03/2025;3;29995;shopeepay;35-44;Jakarta;FALSE;28214;3;1226449;completed;
7264;1764;19/01/2025;7;49995;debit_card;25-34;Jakarta;FALSE;61086;2;1455031;completed;
7265;2159;11/03/2025;6;29995;shopeepay;25-34;Medan;FALSE;84983;1;1930786;cancelled;payment
7266;2575;31/03/2025;14;29995;debit_card;18-24;Surabaya;FALSE;118728;1;1134495;completed;
7267;2225;03/03/2025;14;49995;shopeepay;18-24;Medan;TRUE;105783;1;1471500;completed;
7268;2722;09/01/2025;1;29995;shopeepay;35-44;Medan;FALSE;16575;2;1593381;cancelled;browse
7269;1575;15/02/2025;3;49995;debit_card;18-24;Bandung;TRUE;61477;2;1703744;completed;
7270;624;25/02/2025;21;49995;seabank;25-34;Bandung;FALSE;17333;3;142526;cancelled;payment
7271;1989;15/03/2025;8;29995;shopeepay;25-34;Surabaya;FALSE;99655;2;1128181;completed;
7272;944;09/02/2025;22;29995;debit_card;35-44;Medan;TRUE;56232;2;784705;completed;
7273;473;08/03/2025;6;49995;shopeepay;18-24;Surabaya;FALSE;188564;1;1474311;completed;
7274;1587;24/03/2025;23;49995;seabank;25-34;Medan;FALSE;29583;1;1855511;completed;
7275;994;03/03/2025;17;29995;seabank;25-34;Jakarta;TRUE;55114;3;459759;completed;
7276;2927;15/02/2025;11;29995;shopeepay;35-44;Bandung;FALSE;87110;1;1335423;completed;
7277;1122;06/01/2025;13;29995;seabank;45+;Medan;TRUE;8831;1;248831;completed;
7278;1435;29/01/2025;6;29995;shopeepay;18-24;Jakarta;TRUE;113566;2;973322;completed;
7279;170;19/01/2025;5;29995;shopeepay;25-34;Medan;TRUE;31153;1;147556;completed;
7280;1014;15/01/2025;22;49995;shopeepay;18-24;Jakarta;TRUE;161686;3;539620;completed;
7281;56;26/02/2025;21;29995;shopeepay;45+;Makassar;FALSE;96008;1;1677376;cancelled;payment
7282;1757;07/02/2025;18;29995;shopeepay;45+;Jakarta;TRUE;63528;2;1247113;completed;
7283;2373;21/01/2025;20;49995;seabank;25-34;Medan;FALSE;23696;2;732851;cancelled;payment
7284;658;20/02/2025;18;29995;debit_card;25-34;Medan;TRUE;157029;2;737831;completed;
7285;957;08/02/2025;21;29995;shopeepay;25-34;Makassar;FALSE;5738;2;792868;completed;
7286;260;28/03/2025;14;49995;shopeepay;18-24;Bandung;TRUE;24016;1;1900007;completed;
7287;641;20/01/2025;18;29995;seabank;18-24;Jakarta;FALSE;51030;1;1202199;completed;
7288;2610;02/01/2025;11;49995;debit_card;18-24;Medan;FALSE;47931;3;223277;cancelled;payment
7289;2388;01/02/2025;1;29995;shopeepay;25-34;Makassar;TRUE;88377;3;1226921;completed;
7290;404;04/01/2025;10;49995;shopeepay;35-44;Jakarta;FALSE;15909;3;843983;completed;
7291;2580;07/01/2025;12;29995;shopeepay;25-34;Medan;TRUE;55535;1;1530905;cancelled;payment
7292;795;03/01/2025;3;29995;shopeepay;18-24;Jakarta;FALSE;16997;3;1333431;completed;
7293;1562;25/01/2025;0;49995;shopeepay;18-24;Jakarta;FALSE;128568;3;842208;cancelled;payment
7294;1184;09/01/2025;23;29995;seabank;45+;Jakarta;FALSE;66177;1;497803;completed;
7295;2642;28/03/2025;20;29995;debit_card;18-24;Bandung;FALSE;153574;1;365386;cancelled;payment
7296;2665;28/03/2025;1;29995;seabank;25-34;Surabaya;FALSE;139227;2;1883265;cancelled;browse
7297;2700;26/01/2025;13;29995;shopeepay;35-44;Jakarta;FALSE;45414;2;1114428;completed;
7298;714;05/03/2025;17;49995;debit_card;25-34;Surabaya;FALSE;126011;1;346247;completed;
7299;2392;18/01/2025;10;29995;seabank;18-24;Surabaya;TRUE;51222;3;79251;cancelled;payment
7300;1397;29/03/2025;10;49995;seabank;25-34;Jakarta;TRUE;195890;3;1203109;completed;
7301;1958;02/01/2025;18;29995;shopeepay;25-34;Surabaya;FALSE;58046;2;742456;completed;
7302;2094;01/01/2025;16;49995;shopeepay;25-34;Jakarta;FALSE;19623;2;638310;cancelled;payment
7303;1753;17/02/2025;16;29995;seabank;18-24;Surabaya;TRUE;153535;3;1293020;completed;
7304;904;21/03/2025;1;29995;shopeepay;25-34;Jakarta;FALSE;132692;2;983750;completed;
7305;2103;04/03/2025;1;49995;shopeepay;18-24;Surabaya;FALSE;18909;3;1497520;cancelled;payment
7306;1102;29/03/2025;12;29995;debit_card;45+;Medan;TRUE;167284;2;1877346;completed;
7307;1695;05/02/2025;5;29995;debit_card;25-34;Medan;FALSE;7450;3;1306896;completed;
7308;856;04/03/2025;14;29995;shopeepay;18-24;Jakarta;TRUE;101440;3;606229;completed;
7309;1296;16/03/2025;10;49995;shopeepay;18-24;Jakarta;FALSE;76815;2;742244;completed;
7310;660;26/01/2025;23;29995;shopeepay;25-34;Makassar;TRUE;21292;2;430360;completed;
7311;111;06/01/2025;3;49995;shopeepay;18-24;Surabaya;FALSE;136666;3;188621;completed;
7312;1039;26/01/2025;18;29995;debit_card;18-24;Surabaya;FALSE;111688;2;655848;completed;
7313;2126;12/02/2025;13;49995;debit_card;25-34;Surabaya;TRUE;33948;1;1804298;completed;
7314;501;01/01/2025;17;29995;debit_card;25-34;Jakarta;TRUE;22161;3;1804542;completed;
7315;2636;09/01/2025;16;29995;debit_card;25-34;Jakarta;FALSE;113005;1;84510;completed;
7316;418;27/01/2025;7;49995;seabank;25-34;Surabaya;FALSE;54399;2;1754824;completed;
7317;1864;12/03/2025;12;29995;seabank;25-34;Jakarta;FALSE;31335;3;1201461;completed;
7318;275;03/01/2025;22;29995;debit_card;25-34;Bandung;FALSE;131378;2;1822496;cancelled;payment
7319;1221;02/03/2025;14;29995;shopeepay;45+;Jakarta;FALSE;166519;3;270967;completed;
7320;1755;14/03/2025;10;29995;seabank;45+;Bandung;TRUE;189864;2;1807956;completed;
7321;1769;02/01/2025;15;29995;seabank;25-34;Surabaya;TRUE;194244;2;1666933;completed;
7322;1134;15/03/2025;17;29995;debit_card;18-24;Surabaya;TRUE;36365;1;951451;completed;
7323;2242;22/03/2025;11;29995;shopeepay;18-24;Medan;FALSE;116445;2;578089;completed;
7324;1543;31/01/2025;22;49995;debit_card;25-34;Jakarta;FALSE;116196;2;1404981;completed;
7325;1968;06/03/2025;11;29995;shopeepay;25-34;Surabaya;TRUE;176978;1;1886873;completed;
7326;2903;18/01/2025;5;49995;seabank;18-24;Jakarta;FALSE;188367;1;989044;cancelled;browse
7327;799;06/01/2025;23;29995;shopeepay;25-34;Jakarta;TRUE;113711;1;1596593;completed;
7328;1964;11/02/2025;5;49995;shopeepay;25-34;Surabaya;FALSE;141917;3;735628;completed;
7329;2349;09/03/2025;3;49995;shopeepay;25-34;Medan;FALSE;104997;3;1803702;cancelled;payment
7330;2616;04/01/2025;23;49995;debit_card;18-24;Bandung;FALSE;93709;2;183783;completed;
7331;2720;04/01/2025;0;29995;shopeepay;18-24;Jakarta;FALSE;118632;2;1307256;completed;
7332;2197;06/03/2025;16;49995;shopeepay;25-34;Surabaya;FALSE;178908;2;338715;cancelled;detail
7333;769;10/02/2025;3;29995;seabank;25-34;Jakarta;FALSE;87340;1;1373308;completed;
7334;1485;12/02/2025;16;29995;shopeepay;25-34;Jakarta;FALSE;125224;3;101500;completed;
7335;139;24/02/2025;4;29995;seabank;25-34;Medan;FALSE;179863;2;1105308;completed;
7336;861;19/01/2025;8;49995;shopeepay;35-44;Bandung;TRUE;27740;3;1391503;completed;
7337;1860;21/01/2025;5;29995;seabank;35-44;Bandung;TRUE;3889;1;1410014;completed;
7338;2340;27/02/2025;11;49995;debit_card;25-34;Jakarta;FALSE;10248;2;296968;cancelled;detail
7339;335;30/01/2025;16;29995;shopeepay;18-24;Bandung;TRUE;92447;3;853765;completed;
7340;2747;07/01/2025;20;49995;shopeepay;25-34;Surabaya;TRUE;103955;1;1289613;completed;
7341;1859;10/03/2025;9;49995;debit_card;35-44;Makassar;TRUE;10866;3;1622464;completed;
7342;1208;05/03/2025;1;49995;seabank;25-34;Medan;FALSE;77066;3;1782331;completed;
7343;2355;02/01/2025;0;29995;shopeepay;35-44;Medan;TRUE;104913;2;537843;completed;
7344;925;08/03/2025;12;29995;debit_card;25-34;Makassar;FALSE;196844;1;691316;completed;
7345;981;20/03/2025;20;29995;debit_card;25-34;Bandung;TRUE;36527;1;1659044;completed;
7346;2946;15/03/2025;20;29995;shopeepay;18-24;Jakarta;FALSE;62651;3;1430882;completed;
7347;1286;09/01/2025;0;49995;shopeepay;25-34;Surabaya;FALSE;36820;3;1711754;completed;
7348;2975;23/01/2025;12;29995;seabank;25-34;Jakarta;FALSE;79968;2;786725;completed;
7349;1334;14/01/2025;22;29995;shopeepay;45+;Surabaya;FALSE;125076;2;1322964;cancelled;detail
7350;344;23/02/2025;2;29995;seabank;25-34;Jakarta;FALSE;57771;2;1551218;completed;
7351;657;14/02/2025;10;29995;shopeepay;18-24;Jakarta;TRUE;49757;1;1216289;completed;
7352;1797;16/01/2025;21;29995;debit_card;35-44;Jakarta;FALSE;192476;3;994339;completed;
7353;1850;25/03/2025;15;29995;shopeepay;25-34;Jakarta;TRUE;190292;2;984836;completed;
7354;261;13/03/2025;17;29995;shopeepay;25-34;Jakarta;TRUE;60522;1;1350351;completed;
7355;1386;26/02/2025;1;49995;shopeepay;25-34;Surabaya;TRUE;142097;3;101044;completed;
7356;169;08/01/2025;17;29995;shopeepay;18-24;Bandung;TRUE;246;2;135227;completed;
7357;660;25/01/2025;16;29995;shopeepay;25-34;Makassar;TRUE;21292;2;430360;completed;
7358;200;10/02/2025;0;29995;debit_card;35-44;Medan;TRUE;95798;3;175812;cancelled;detail
7359;1409;03/03/2025;3;49995;shopeepay;25-34;Medan;TRUE;121509;2;939936;completed;
7360;582;18/03/2025;22;29995;shopeepay;45+;Bandung;FALSE;24102;1;1326865;completed;
7361;566;18/01/2025;19;29995;shopeepay;25-34;Surabaya;FALSE;93993;3;1276907;cancelled;detail
7362;2443;19/02/2025;20;49995;seabank;35-44;Jakarta;FALSE;96453;3;1093637;cancelled;payment
7363;2399;10/02/2025;5;29995;seabank;25-34;Medan;FALSE;185715;1;1039181;completed;
7364;28;03/02/2025;20;49995;shopeepay;25-34;Surabaya;TRUE;120730;2;468277;completed;
7365;1899;22/03/2025;4;29995;shopeepay;25-34;Jakarta;TRUE;102229;2;1012048;completed;
7366;632;12/01/2025;19;29995;shopeepay;35-44;Jakarta;TRUE;67664;2;811573;completed;
7367;2428;21/03/2025;8;29995;debit_card;45+;Jakarta;FALSE;84511;3;1611638;completed;
7368;1626;18/03/2025;20;29995;shopeepay;25-34;Surabaya;FALSE;6611;3;1993181;completed;
7369;2576;16/03/2025;3;29995;seabank;25-34;Jakarta;TRUE;132783;3;1601815;completed;
7370;2037;19/03/2025;4;29995;debit_card;18-24;Surabaya;TRUE;17959;3;431598;completed;
7371;1311;11/02/2025;7;29995;debit_card;18-24;Jakarta;FALSE;104533;3;802345;completed;
7372;2951;24/02/2025;16;29995;debit_card;35-44;Jakarta;TRUE;161233;2;835072;completed;
7373;1766;28/02/2025;14;49995;seabank;25-34;Makassar;FALSE;63308;2;1180700;completed;
7374;807;20/02/2025;19;29995;shopeepay;45+;Medan;FALSE;72144;1;449308;cancelled;payment
7375;2275;29/03/2025;12;29995;debit_card;45+;Medan;FALSE;138320;1;454042;completed;
7376;2075;22/02/2025;14;29995;debit_card;35-44;Makassar;FALSE;173341;1;1408650;cancelled;payment
7377;1141;22/03/2025;3;49995;shopeepay;35-44;Jakarta;FALSE;132717;3;140153;completed;
7378;89;09/01/2025;17;49995;shopeepay;35-44;Surabaya;FALSE;188255;3;1909093;cancelled;detail
7379;2667;03/01/2025;18;29995;shopeepay;18-24;Surabaya;FALSE;151744;3;1559579;completed;
7380;1759;08/01/2025;23;29995;seabank;18-24;Medan;FALSE;22787;3;1626395;cancelled;detail
7381;122;23/03/2025;7;29995;seabank;35-44;Jakarta;TRUE;46798;3;480754;completed;
7382;1918;28/02/2025;13;29995;shopeepay;25-34;Medan;TRUE;80978;2;1390124;completed;
7383;866;30/01/2025;0;29995;shopeepay;25-34;Medan;TRUE;163249;3;1639577;completed;
7384;33;08/03/2025;1;49995;seabank;18-24;Bandung;FALSE;31126;2;1262280;completed;
7385;603;24/02/2025;19;29995;debit_card;18-24;Jakarta;FALSE;93145;2;414413;completed;
7386;696;03/02/2025;21;29995;debit_card;25-34;Jakarta;FALSE;39941;1;530306;cancelled;payment
7387;2936;12/02/2025;2;29995;seabank;18-24;Surabaya;FALSE;149800;1;1598160;completed;
7388;525;28/01/2025;15;29995;shopeepay;35-44;Jakarta;TRUE;28287;2;1522677;completed;
7389;1048;06/02/2025;22;29995;shopeepay;18-24;Surabaya;TRUE;2473;1;1288831;completed;
7390;1349;30/03/2025;2;29995;seabank;45+;Bandung;FALSE;40484;2;1018015;completed;
7391;2082;30/01/2025;23;49995;shopeepay;18-24;Jakarta;TRUE;98297;3;1719784;completed;
7392;247;12/03/2025;5;49995;seabank;25-34;Medan;TRUE;22320;3;1897659;completed;
7393;2097;03/03/2025;7;29995;seabank;25-34;Bandung;TRUE;138776;3;865982;completed;
7394;1963;29/01/2025;22;49995;shopeepay;35-44;Jakarta;TRUE;183741;2;660784;completed;
7395;2960;02/01/2025;11;49995;seabank;35-44;Bandung;FALSE;25741;2;844609;completed;
7396;2228;31/03/2025;4;29995;debit_card;25-34;Bandung;TRUE;168902;1;558197;completed;
7397;1394;26/02/2025;4;49995;shopeepay;25-34;Jakarta;FALSE;169123;1;1830624;cancelled;payment
7398;1908;26/02/2025;2;49995;debit_card;25-34;Jakarta;FALSE;184020;3;789270;completed;
7399;2024;11/02/2025;3;29995;shopeepay;18-24;Surabaya;FALSE;140594;2;177636;completed;
7400;738;18/02/2025;23;29995;seabank;35-44;Bandung;TRUE;110013;1;782224;completed;
7401;1969;26/02/2025;4;29995;debit_card;25-34;Makassar;FALSE;59332;3;1194818;completed;
7402;2638;12/03/2025;2;29995;debit_card;35-44;Bandung;FALSE;162767;2;137919;completed;
7403;2544;18/01/2025;9;49995;shopeepay;25-34;Bandung;FALSE;179227;3;1927132;completed;
7404;2479;11/03/2025;18;49995;shopeepay;18-24;Bandung;FALSE;111153;1;1628041;completed;
7405;1437;27/01/2025;23;29995;seabank;25-34;Jakarta;TRUE;119968;1;436757;completed;
7406;364;23/02/2025;7;29995;shopeepay;25-34;Jakarta;FALSE;69715;2;1998259;completed;
7407;2358;24/01/2025;22;49995;seabank;18-24;Makassar;FALSE;103613;1;1644928;completed;
7408;982;03/02/2025;5;29995;shopeepay;35-44;Bandung;FALSE;52181;1;1941985;completed;
7409;1303;22/01/2025;22;29995;shopeepay;18-24;Bandung;TRUE;130752;1;1685263;completed;
7410;227;29/03/2025;6;29995;seabank;45+;Jakarta;TRUE;125534;2;847118;completed;
7411;1267;04/03/2025;5;29995;shopeepay;25-34;Surabaya;TRUE;132152;3;987573;completed;
7412;2058;05/02/2025;12;29995;seabank;25-34;Jakarta;TRUE;13727;2;1811090;completed;
7413;1416;25/03/2025;12;29995;seabank;45+;Medan;FALSE;94315;2;712038;completed;
7414;2096;02/03/2025;20;29995;shopeepay;35-44;Medan;FALSE;82427;1;1150221;completed;
7415;1648;23/03/2025;4;49995;debit_card;35-44;Jakarta;TRUE;138458;3;478487;completed;
7416;2252;11/02/2025;5;29995;debit_card;45+;Makassar;FALSE;148388;3;68637;completed;
7417;2942;02/02/2025;9;29995;seabank;25-34;Jakarta;FALSE;108982;1;1910288;completed;
7418;157;15/03/2025;19;29995;shopeepay;25-34;Makassar;FALSE;48478;2;1904936;completed;
7419;2903;09/01/2025;9;29995;seabank;18-24;Jakarta;FALSE;188367;1;989044;completed;
7420;2074;25/01/2025;15;29995;debit_card;35-44;Jakarta;FALSE;36182;3;324244;completed;
7421;2469;13/01/2025;17;29995;shopeepay;25-34;Bandung;TRUE;44787;1;597404;completed;
7422;1702;16/02/2025;2;29995;shopeepay;25-34;Jakarta;FALSE;82641;2;843720;completed;
7423;761;14/02/2025;0;29995;debit_card;18-24;Jakarta;TRUE;124724;1;634770;completed;
7424;774;05/01/2025;20;29995;seabank;25-34;Surabaya;TRUE;167364;3;1054944;completed;
7425;2312;31/01/2025;2;29995;seabank;35-44;Surabaya;TRUE;30183;1;1212320;completed;
7426;1553;31/01/2025;18;49995;seabank;35-44;Jakarta;FALSE;2682;3;1568991;cancelled;payment
7427;2636;31/03/2025;0;49995;seabank;25-34;Jakarta;FALSE;113005;1;84510;cancelled;payment
7428;958;12/03/2025;7;49995;shopeepay;18-24;Medan;FALSE;3098;2;992997;cancelled;payment
7429;2518;10/02/2025;18;29995;seabank;25-34;Bandung;FALSE;54583;3;322032;cancelled;browse
7430;254;15/02/2025;3;29995;seabank;25-34;Jakarta;TRUE;69837;2;1506040;cancelled;payment
7431;1570;21/02/2025;15;29995;debit_card;25-34;Bandung;TRUE;152842;2;738423;completed;
7432;2788;25/03/2025;4;49995;shopeepay;18-24;Bandung;FALSE;199150;2;1512445;completed;
7433;118;27/03/2025;4;49995;shopeepay;18-24;Jakarta;FALSE;10529;2;1206536;cancelled;detail
